# STN,YYYYMMDD,   RH, EV24
# 
  348,20140630,   20,   32
  348,20140701,    0,   39
  348,20140702,    0,   41
  348,20140703,    0,   49
  348,20140704,   -1,   37
  348,20140705,   13,   21
  348,20140706,   97,   21
  348,20140707,    0,   39
  348,20140708,  111,    9
  348,20140709,  121,    4
  348,20140710,    0,   43
  348,20140711,    3,   24
  348,20140712,    0,   29
  348,20140713,    5,   26
  348,20140714,    0,   41
  348,20140715,    2,   19
  348,20140716,    0,   51
  348,20140717,    0,   45
  348,20140718,    0,   53
  348,20140719,    1,   43
  348,20140720,   18,   24
  348,20140721,  122,   12
  348,20140722,    0,   51
  348,20140723,    0,   51
  348,20140724,    0,   46
  348,20140725,    0,   19
  348,20140726,    0,   38
  348,20140727,   62,   34
  348,20140728,  469,   27
  348,20140729,    0,   35
  348,20140730,    0,   32
  348,20140731,    0,   43
  348,20140801,    0,   43
  348,20140802,    0,   33
  348,20140803,    0,   39
  348,20140804,    0,   35
  348,20140805,    0,   42
  348,20140806,   24,   12
  348,20140807,   27,   27
  348,20140808,   83,   14
  348,20140809,   34,   36
  348,20140810,   63,   16
  348,20140811,   12,   37
  348,20140812,   25,   35
  348,20140813,    0,   40
  348,20140814,   55,   25
  348,20140815,   82,   24
  348,20140816,   11,   26
  348,20140817,  217,   10
  348,20140818,   31,   20
  348,20140819,  102,   19
  348,20140820,   14,   22
  348,20140821,   -1,   26
  348,20140822,  100,   15
  348,20140823,   57,   26
  348,20140824,   11,   29
  348,20140825,   65,   11
  348,20140826,  157,   11
  348,20140827,    0,   36
  348,20140828,    4,   19
  348,20140829,    0,   23
  348,20140830,   75,   13
  348,20140831,    3,   21
  348,20140901,    3,   23
  348,20140902,    0,   30
  348,20140903,    0,   32
  348,20140904,    0,   32
  348,20140905,    0,   14
  348,20140906,    0,   10
  348,20140907,    0,   23
  348,20140908,    0,   29
  348,20140909,    1,   13
  348,20140910,    0,   20
  348,20140911,    0,   23
  348,20140912,    0,   27
  348,20140913,    0,   23
  348,20140914,    0,   15
  348,20140915,    0,   28
  348,20140916,    0,   24
  348,20140917,    0,   29
  348,20140918,    0,   28
  348,20140919,    0,   14
  348,20140920,    0,   18
  348,20140921,    0,   20
  348,20140922,   -1,   19
  348,20140923,    0,   18
  348,20140924,  140,    6
  348,20140925,    0,   18
  348,20140926,    2,    8
  348,20140927,    0,   22
  348,20140928,    0,   20
  348,20140929,   84,    8
  348,20140930,   -1,   18
  348,20141001,   -1,   16
  348,20141002,    0,   11
  348,20141003,    0,   21
  348,20141004,   43,   18
  348,20141005,    0,    9
  348,20141006,   15,    4
  348,20141007,   75,   12
  348,20141008,   26,    6
  348,20141009,    0,   14
  348,20141010,    0,   16
  348,20141011,   63,    5
  348,20141012,   43,   15
  348,20141013,    4,    8
  348,20141014,    8,    3
  348,20141015,   20,   14
  348,20141016,   60,    9
  348,20141017,    5,   11
  348,20141018,   -1,   16
  348,20141019,    0,   11
  348,20141020,   -1,   12
  348,20141021,  176,    3
  348,20141022,   38,   10
  348,20141023,   -1,    7
  348,20141024,   90,    3
  348,20141025,   -1,    5
  348,20141026,    0,    8
  348,20141027,    0,   12
  348,20141028,    0,    6
  348,20141029,    6,    2
  348,20141030,    2,    5
  348,20141031,    0,    7
  348,20141101,    0,   12
  348,20141102,   16,   12
  348,20141103,   90,    4
  348,20141104,   -1,    5
  348,20141105,    0,    4
  348,20141106,   -1,    2
  348,20141107,   51,    2
  348,20141108,   -1,    9
  348,20141109,   -1,    8
  348,20141110,    2,    9
  348,20141111,    0,    8
  348,20141112,    5,    3
  348,20141113,    0,    8
  348,20141114,   42,    4
  348,20141115,   86,    1
  348,20141116,   68,    1
  348,20141117,   17,    6
  348,20141118,   -1,    1
  348,20141119,    0,    1
  348,20141120,    0,    1
  348,20141121,    0,    6
  348,20141122,    0,    6
  348,20141123,   12,    6
  348,20141124,   13,    6
  348,20141125,    0,    5
  348,20141126,   -1,    2
  348,20141127,   17,    2
  348,20141128,   -1,    3
  348,20141129,    0,    5
  348,20141130,   80,    1
  348,20141201,    0,    1
  348,20141202,   -1,    1
  348,20141203,    0,    1
  348,20141204,    0,    1
  348,20141205,    1,    2
  348,20141206,    1,    5
  348,20141207,   23,    1
  348,20141208,   62,    2
  348,20141209,    1,    4
  348,20141210,   49,    4
  348,20141211,   97,    2
  348,20141212,  102,    1
  348,20141213,    1,    2
  348,20141214,   -1,    4
  348,20141215,   41,    2
  348,20141216,   13,    3
  348,20141217,   25,    1
  348,20141218,    7,    2
  348,20141219,  138,    3
  348,20141220,   13,    2
  348,20141221,    0,    2
  348,20141222,    2,    1
  348,20141223,   -1,    5
  348,20141224,   67,    1
  348,20141225,   33,    2
  348,20141226,    1,    3
  348,20141227,  187,    0
  348,20141228,   -1,    4
  348,20141229,   22,    3
  348,20141230,   -1,    2
  348,20141231,   -1,    4
  348,20150101,   -1,    3
  348,20150102,   25,    4
  348,20150103,   18,    1
  348,20150104,   -1,    4
  348,20150105,    0,    1
  348,20150106,    8,    3
  348,20150107,    9,    4
  348,20150108,  198,    0
  348,20150109,   74,    1
  348,20150110,   33,    1
  348,20150111,    1,    4
  348,20150112,   21,    1
  348,20150113,  122,    1
  348,20150114,   25,    2
  348,20150115,   63,    1
  348,20150116,   16,    5
  348,20150117,   -1,    6
  348,20150118,   56,    1
  348,20150119,   -1,    2
  348,20150120,    0,    3
  348,20150121,    0,    3
  348,20150122,    0,    2
  348,20150123,    0,    1
  348,20150124,   87,    6
  348,20150125,   -1,    2
  348,20150126,   19,    2
  348,20150127,    0,    5
  348,20150128,   82,    1
  348,20150129,  101,    3
  348,20150130,   14,    6
  348,20150131,    4,    6
  348,20150201,   48,    3
  348,20150202,   59,    4
  348,20150203,    1,    7
  348,20150204,   18,    6
  348,20150205,   -1,    5
  348,20150206,    0,    8
  348,20150207,   -1,    4
  348,20150208,   -1,    7
  348,20150209,   -1,    3
  348,20150210,   -1,    3
  348,20150211,    0,    2
  348,20150212,    0,    3
  348,20150213,    0,   10
  348,20150214,    0,    4
  348,20150215,    0,   10
  348,20150216,    0,    9
  348,20150217,   -1,    6
  348,20150218,    0,   11
  348,20150219,    0,    8
  348,20150220,  212,    1
  348,20150221,   40,    5
  348,20150222,   25,   11
  348,20150223,   16,   10
  348,20150224,   12,    9
  348,20150225,   20,    6
  348,20150226,   66,    4
  348,20150227,   -1,   12
  348,20150228,    0,   11
  348,20150301,   48,   14
  348,20150302,    3,   11
  348,20150303,   28,    5
  348,20150304,    5,    7
  348,20150305,    0,   12
  348,20150306,    0,    7
  348,20150307,    0,   13
  348,20150308,   -1,   19
  348,20150309,   -1,   10
  348,20150310,    6,   16
  348,20150311,    0,   14
  348,20150312,    0,   19
  348,20150313,    0,   17
  348,20150314,    1,    7
  348,20150315,   -1,    5
  348,20150316,    0,   15
  348,20150317,    0,   19
  348,20150318,    0,    6
  348,20150319,    0,   10
  348,20150320,    0,   10
  348,20150321,    4,    9
  348,20150322,    0,   16
  348,20150323,    0,   17
  348,20150324,   14,   17
  348,20150325,   50,    5
  348,20150326,   46,    7
  348,20150327,   -1,   11
  348,20150328,   17,    6
  348,20150329,  133,    4
  348,20150330,   50,   17
  348,20150331,   89,   19
  348,20150401,   22,   15
  348,20150402,   48,   19
  348,20150403,    0,   13
  348,20150404,   16,   15
  348,20150405,    0,   24
  348,20150406,    0,   10
  348,20150407,    0,   23
  348,20150408,    0,   17
  348,20150409,    0,   28
  348,20150410,    0,   29
  348,20150411,   22,   11
  348,20150412,   -1,   29
  348,20150413,   -1,   25
  348,20150414,    0,   33
  348,20150415,    0,   35
  348,20150416,    0,   30
  348,20150417,    0,   26
  348,20150418,    0,   29
  348,20150419,    0,   27
  348,20150420,    0,   35
  348,20150421,    0,   34
  348,20150422,    0,   17
  348,20150423,    0,   24
  348,20150424,    0,   30
  348,20150425,   28,   12
  348,20150426,   12,   11
  348,20150427,    0,   30
  348,20150428,    1,   28
  348,20150429,   15,   19
  348,20150430,    0,   31
  348,20150501,    0,   31
  348,20150502,    0,   34
  348,20150503,   17,   13
  348,20150504,   91,   28
  348,20150505,   87,   30
  348,20150506,   57,   24
  348,20150507,   21,   27
  348,20150508,    6,   31
  348,20150509,   22,   20
  348,20150510,    0,   39
  348,20150511,    0,   38
  348,20150512,    0,   32
  348,20150513,    0,   35
  348,20150514,    0,   35
  348,20150515,    0,   29
  348,20150516,   11,   15
  348,20150517,    0,   35
  348,20150518,   20,   11
  348,20150519,   42,   24
  348,20150520,   32,   33
  348,20150521,    0,   40
  348,20150522,    0,   36
  348,20150523,   19,   26
  348,20150524,    3,   45
  348,20150525,   -1,   28
  348,20150526,    0,   34
  348,20150527,    0,   34
  348,20150528,    5,   27
  348,20150529,   70,   17
  348,20150530,   -1,   39
  348,20150531,   66,   12
  348,20150601,    0,   32
  348,20150602,   25,    8
  348,20150603,    0,   28
  348,20150604,    0,   49
  348,20150605,   24,   46
  348,20150606,   -1,   49
  348,20150607,    0,   47
  348,20150608,    0,   41
  348,20150609,    0,   29
  348,20150610,    0,   42
  348,20150611,    0,   52
  348,20150612,    0,   44
  348,20150613,    1,   29
  348,20150614,    0,   18
  348,20150615,    0,   46
  348,20150616,    0,   28
  348,20150617,   24,   40
  348,20150618,    2,   32
  348,20150619,   21,   17
  348,20150620,   12,   21
  348,20150621,   24,   16
  348,20150622,   89,   17
  348,20150623,   36,   18
  348,20150624,    0,   36
  348,20150625,    0,   44
  348,20150626,    0,   34
  348,20150627,    0,   45
  348,20150628,   -1,   29
  348,20150629,    0,   43
  348,20150630,    0,   54
  348,20150701,    0,   58
  348,20150702,   36,   45
  348,20150703,    0,   51
  348,20150704,    0,   50
  348,20150705,    0,   35
  348,20150706,    0,   44
  348,20150707,    6,   29
  348,20150708,  158,   18
  348,20150709,   13,   38
  348,20150710,    0,   49
  348,20150711,    0,   47
  348,20150712,   15,   17
  348,20150713,   53,    9
  348,20150714,   13,   17
  348,20150715,   27,   17
  348,20150716,    2,   47
  348,20150717,   41,   40
  348,20150718,   -1,   39
  348,20150719,   86,   22
  348,20150720,    6,   24
  348,20150721,    1,   48
  348,20150722,    0,   38
  348,20150723,    0,   41
  348,20150724,    1,   24
  348,20150725,   80,   10
  348,20150726,   36,   28
  348,20150727,   93,   16
  348,20150728,  334,   23
  348,20150729,   43,   30
  348,20150730,   74,   22
  348,20150731,    0,   37
  348,20150801,    0,   41
  348,20150802,    0,   43
  348,20150803,    0,   46
  348,20150804,   71,   22
  348,20150805,    0,   42
  348,20150806,    0,   44
  348,20150807,    0,   42
  348,20150808,    0,   42
  348,20150809,   -1,   33
  348,20150810,    0,   32
  348,20150811,    0,   27
  348,20150812,   -1,   27
  348,20150813,  193,   41
  348,20150814,   57,   27
  348,20150815,   36,   17
  348,20150816,   91,   15
  348,20150817,  154,    6
  348,20150818,   10,    9
  348,20150819,   -1,   25
  348,20150820,    0,   35
  348,20150821,    0,   35
  348,20150822,    0,   39
  348,20150823,  154,   32
  348,20150824,   90,   22
  348,20150825,  102,   20
  348,20150826,  121,   30
  348,20150827,   77,    8
  348,20150828,    0,   29
  348,20150829,    3,   36
  348,20150830,  292,   27
  348,20150831,   53,   22
  348,20150901,   -1,   23
  348,20150902,   64,   21
  348,20150903,    8,   15
  348,20150904,  295,   13
  348,20150905,   64,   16
  348,20150906,   16,   20
  348,20150907,   17,   13
  348,20150908,   -1,   14
  348,20150909,    0,   28
  348,20150910,    0,   29
  348,20150911,    0,   30
  348,20150912,    5,   13
  348,20150913,    1,   22
  348,20150914,   28,   18
  348,20150915,   16,   13
  348,20150916,   61,    7
  348,20150917,   98,    7
  348,20150918,    7,   18
  348,20150919,    4,   18
  348,20150920,    0,   20
  348,20150921,   13,   19
  348,20150922,   21,   16
  348,20150923,   18,   15
  348,20150924,   23,    5
  348,20150925,   22,   10
  348,20150926,    0,   18
  348,20150927,    0,   19
  348,20150928,    0,   13
  348,20150929,    0,   23
  348,20150930,    0,   23
  348,20151001,    0,   22
  348,20151002,    0,   22
  348,20151003,    0,   17
  348,20151004,    0,   17
  348,20151005,   11,   10
  348,20151006,   36,    8
  348,20151007,   36,    7
  348,20151008,   -1,   11
  348,20151009,    0,   13
  348,20151010,    0,   16
  348,20151011,    0,   16
  348,20151012,    0,   12
  348,20151013,    0,    6
  348,20151014,   22,    4
  348,20151015,   62,    2
  348,20151016,   45,    2
  348,20151017,    3,    3
  348,20151018,    0,    6
  348,20151019,    0,    4
  348,20151020,    9,    5
  348,20151021,   12,    5
  348,20151022,   14,    4
  348,20151023,    0,    6
  348,20151024,    4,    6
  348,20151025,    2,   12
  348,20151026,    0,   13
  348,20151027,    0,   13
  348,20151028,    1,    6
  348,20151029,    0,   10
  348,20151030,    0,   10
  348,20151031,    0,   11
  348,20151101,    0,   10
  348,20151102,    0,   11
  348,20151103,    0,    9
  348,20151104,   -1,    4
  348,20151105,   45,    4
  348,20151106,   18,    4
  348,20151107,    3,    4
  348,20151108,    2,    7
  348,20151109,   28,    5
  348,20151110,   13,    2
  348,20151111,   18,    3
  348,20151112,   -1,    6
  348,20151113,   26,    7
  348,20151114,   50,    4
  348,20151115,   98,    2
  348,20151116,   31,    2
  348,20151117,  127,    2
  348,20151118,    3,    5
  348,20151119,   51,    2
  348,20151120,   15,    3
  348,20151121,   51,    4
  348,20151122,   14,    4
  348,20151123,    0,    5
  348,20151124,   84,    1
  348,20151125,   47,    3
  348,20151126,    4,    6
  348,20151127,    4,    2
  348,20151128,   64,    5
  348,20151129,   96,    1
  348,20151130,  176,    1
  348,20151201,    7,    2
  348,20151202,    0,    2
  348,20151203,    0,    4
  348,20151204,   68,    6
  348,20151205,    0,    3
  348,20151206,    6,    3
  348,20151207,    8,    3
  348,20151208,   33,    4
  348,20151209,    0,    5
  348,20151210,    4,    2
  348,20151211,  169,    1
  348,20151212,   19,    2
  348,20151213,   21,    2
  348,20151214,    0,    3
  348,20151215,    2,    3
  348,20151216,   39,    1
  348,20151217,    6,    5
  348,20151218,   -1,    2
  348,20151219,    0,    2
  348,20151220,    3,    3
  348,20151221,   43,    3
  348,20151222,   10,    1
  348,20151223,   -1,    4
  348,20151224,    8,    3
  348,20151225,    4,    2
  348,20151226,   -1,    5
  348,20151227,   -1,    2
  348,20151228,    0,    5
  348,20151229,   -1,    3
  348,20151230,    0,    4
  348,20151231,   19,    4
  348,20160101,   -1,    3
  348,20160102,   30,    2
  348,20160103,   79,    3
  348,20160104,   66,    2
  348,20160105,    3,    2
  348,20160106,   11,    2
  348,20160107,   87,    1
  348,20160108,    0,    5
  348,20160109,    4,    2
  348,20160110,   14,    4
  348,20160111,   29,    1
  348,20160112,  101,    3
  348,20160113,   47,    2
  348,20160114,  127,    2
  348,20160115,    6,    2
  348,20160116,   29,    4
  348,20160117,    2,    6
  348,20160118,    0,    6
  348,20160119,   -1,    3
  348,20160120,    2,    3
  348,20160121,    0,    1
  348,20160122,   34,    4
  348,20160123,    0,    5
  348,20160124,   23,    1
  348,20160125,    0,    7
  348,20160126,   16,    6
  348,20160127,  107,    1
  348,20160128,    2,    8
  348,20160129,   16,    1
  348,20160130,  133,    1
  348,20160131,   47,    3
  348,20160201,   -1,    3
  348,20160202,    5,    4
  348,20160203,   18,    6
  348,20160204,   40,    2
  348,20160205,   11,    4
  348,20160206,   -1,    4
  348,20160207,   26,    7
  348,20160208,  102,    7
  348,20160209,   86,    1
  348,20160210,   84,    6
  348,20160211,    1,    6
  348,20160212,   -1,    5
  348,20160213,    3,    6
  348,20160214,  119,    2
  348,20160215,    1,    9
  348,20160216,    0,   10
  348,20160217,    0,   11
  348,20160218,   17,    4
  348,20160219,    5,   11
  348,20160220,   93,    3
  348,20160221,   46,    3
  348,20160222,   38,    3
  348,20160223,   13,    8
  348,20160224,    3,    9
  348,20160225,   10,    8
  348,20160226,    5,    6
  348,20160227,    0,   13
  348,20160228,    0,   13
  348,20160229,    0,   14
  348,20160301,   56,    3
  348,20160302,   80,    9
  348,20160303,    3,   12
  348,20160304,  100,    3
  348,20160305,   -1,   10
  348,20160306,   10,    8
  348,20160307,   16,   12
  348,20160308,   -1,   11
  348,20160309,    0,   13
  348,20160310,    0,   17
  348,20160311,    0,   16
  348,20160312,    0,   17
  348,20160313,    0,   18
  348,20160314,    0,   19
  348,20160315,    0,    6
  348,20160316,    0,   14
  348,20160317,    0,   20
  348,20160318,    0,    3
  348,20160319,    0,    7
  348,20160320,    1,   11
  348,20160321,    3,    6
  348,20160322,    0,   11
  348,20160323,    1,    8
  348,20160324,    1,    7
  348,20160325,   39,    8
  348,20160326,    0,   23
  348,20160327,   77,   13
  348,20160328,   24,   17
  348,20160329,   50,   18
  348,20160330,    2,   21
  348,20160331,    2,   12
  348,20160401,    0,   25
  348,20160402,   -1,   14
  348,20160403,   54,   26
  348,20160404,   28,   15
  348,20160405,    4,   13
  348,20160406,   48,   10
  348,20160407,   53,   12
  348,20160408,   -1,   17
  348,20160409,   -1,   22
  348,20160410,   16,   31
  348,20160411,    7,   32
  348,20160412,   16,   24
  348,20160413,    1,   21
  348,20160414,   -1,   29
  348,20160415,  183,   14
  348,20160416,    5,   19
  348,20160417,    2,   24
  348,20160418,   -1,   21
  348,20160419,    0,   31
  348,20160420,    0,   31
  348,20160421,    0,   34
  348,20160422,    0,   23
  348,20160423,    8,   26
  348,20160424,   45,   22
  348,20160425,  113,    9
  348,20160426,   53,   18
  348,20160427,   69,   19
  348,20160428,   30,   23
  348,20160429,   65,   16
  348,20160430,    0,   22
  348,20160501,    0,   36
  348,20160502,   15,   33
  348,20160503,   44,   36
  348,20160504,    0,   37
  348,20160505,    0,   43
  348,20160506,    0,   43
  348,20160507,    0,   45
  348,20160508,    0,   48
  348,20160509,    0,   47
  348,20160510,   -1,   18
  348,20160511,    0,   43
  348,20160512,    0,   49
  348,20160513,    0,   44
  348,20160514,    4,   24
  348,20160515,    8,   26
  348,20160516,   16,   23
  348,20160517,    0,   31
  348,20160518,   11,   21
  348,20160519,    6,   21
  348,20160520,    6,   17
  348,20160521,    1,   32
  348,20160522,  122,   13
  348,20160523,   92,   11
  348,20160524,    0,   24
  348,20160525,    4,    9
  348,20160526,    0,   33
  348,20160527,    0,   31
  348,20160528,    0,   38
  348,20160529,   13,   16
  348,20160530,  122,    9
  348,20160531,    0,   36
  348,20160601,    7,   30
  348,20160602,   -1,   10
  348,20160603,    1,   17
  348,20160604,   32,   32
  348,20160605,    0,   52
  348,20160606,    0,   52
  348,20160607,   -1,   43
  348,20160608,    0,   38
  348,20160609,    0,   49
  348,20160610,   -1,   39
  348,20160611,   64,   19
  348,20160612,   30,   24
  348,20160613,   35,   22
  348,20160614,  368,   22
  348,20160615,   10,   24
  348,20160616,  132,   37
  348,20160617,   42,   19
  348,20160618,   11,   25
  348,20160619,   -1,   36
  348,20160620,  168,    9
  348,20160621,   24,   15
  348,20160622,    0,   40
  348,20160623,  146,   30
  348,20160624,    8,   30
  348,20160625,    9,   21
  348,20160626,    7,   25
  348,20160627,   39,   18
  348,20160628,   66,   35
  348,20160629,   19,   29
  348,20160630,   64,   16
  348,20160701,    8,   15
  348,20160702,   12,   34
  348,20160703,   18,   39
  348,20160704,    0,   48
  348,20160705,   10,   21
  348,20160706,   20,   45
  348,20160707,    0,   36
  348,20160708,   12,   21
  348,20160709,    0,   39
  348,20160710,    0,   44
  348,20160711,    0,   33
  348,20160712,  126,   22
  348,20160713,   59,   20
  348,20160714,    0,   41
  348,20160715,    0,   38
  348,20160716,   -1,   25
  348,20160717,   -1,   39
  348,20160718,    0,   51
  348,20160719,    0,   52
  348,20160720,    0,   44
  348,20160721,    0,   47
  348,20160722,   -1,   31
  348,20160723,    0,   34
  348,20160724,    0,   36
  348,20160725,   -1,   20
  348,20160726,    0,   29
  348,20160727,   33,   21
  348,20160728,   13,   33
  348,20160729,   47,   17
  348,20160730,   50,   16
  348,20160731,   -1,   31
  348,20160801,   20,   32
  348,20160802,   82,   10
  348,20160803,   15,   17
  348,20160804,    1,   22
  348,20160805,    0,   35
  348,20160806,    4,   36
  348,20160807,    0,   18
  348,20160808,    6,   35
  348,20160809,   42,   28
  348,20160810,   20,   31
  348,20160811,   89,    8
  348,20160812,   20,   24
  348,20160813,    0,   22
  348,20160814,    0,   28
  348,20160815,    0,   37
  348,20160816,    0,   36
  348,20160817,    0,   43
  348,20160818,    0,   41
  348,20160819,   14,   21
  348,20160820,    7,   29
  348,20160821,  299,   18
  348,20160822,   19,   17
  348,20160823,    0,   40
  348,20160824,    0,   42
  348,20160825,    0,   42
  348,20160826,    0,   35
  348,20160827,   -1,   35
  348,20160828,    7,   28
  348,20160829,    1,   26
  348,20160830,    0,   35
  348,20160831,    0,   34
  348,20160901,    4,   25
  348,20160902,    7,   23
  348,20160903,    5,   27
  348,20160904,   20,   19
  348,20160905,    1,   29
  348,20160906,    0,   16
  348,20160907,    0,   34
  348,20160908,   -1,   32
  348,20160909,    0,   31
  348,20160910,    0,   31
  348,20160911,   10,   17
  348,20160912,    0,   32
  348,20160913,    0,   32
  348,20160914,    0,   32
  348,20160915,   49,   29
  348,20160916,    1,   13
  348,20160917,   -1,   18
  348,20160918,    0,   21
  348,20160919,    0,   13
  348,20160920,    0,   24
  348,20160921,    0,   21
  348,20160922,    0,   18
  348,20160923,   32,   25
  348,20160924,    0,   25
  348,20160925,   22,   19
  348,20160926,    0,   14
  348,20160927,    0,   23
  348,20160928,   -1,   22
  348,20160929,   15,    6
  348,20160930,   -1,   19
  348,20161001,   13,   13
  348,20161002,  119,   10
  348,20161003,   40,   18
  348,20161004,    0,   18
  348,20161005,    0,   20
  348,20161006,    0,   15
  348,20161007,    0,    9
  348,20161008,    0,   14
  348,20161009,    9,   15
  348,20161010,    0,   14
  348,20161011,   -1,    9
  348,20161012,    0,    7
  348,20161013,    0,   10
  348,20161014,   59,   11
  348,20161015,   71,    5
  348,20161016,   -1,   16
  348,20161017,    4,   10
  348,20161018,   83,    5
  348,20161019,   34,   10
  348,20161020,    7,    6
  348,20161021,   11,    9
  348,20161022,    0,    6
  348,20161023,    0,   11
  348,20161024,    0,    4
  348,20161025,   -1,    3
  348,20161026,    0,    7
  348,20161027,    0,    5
  348,20161028,   -1,    3
  348,20161029,    0,   11
  348,20161030,   -1,    9
  348,20161031,    0,   10
  348,20161101,    4,    3
  348,20161102,   54,    8
  348,20161103,   10,    6
  348,20161104,   25,    4
  348,20161105,   21,    5
  348,20161106,   81,    5
  348,20161107,    8,    3
  348,20161108,   23,    5
  348,20161109,   42,    2
  348,20161110,  141,    2
  348,20161111,    1,    7
  348,20161112,   13,    5
  348,20161113,   23,    1
  348,20161114,   32,    2
  348,20161115,   30,    1
  348,20161116,   37,    5
  348,20161117,  114,    4
  348,20161118,   22,    3
  348,20161119,   -1,    5
  348,20161120,   41,    2
  348,20161121,   42,    3
  348,20161122,    0,    6
  348,20161123,   -1,    2
  348,20161124,    0,    5
  348,20161125,    0,    6
  348,20161126,    0,    3
  348,20161127,   -1,    4
  348,20161128,    0,    5
  348,20161129,    0,    5
  348,20161130,    0,    4
  348,20161201,    0,    2
  348,20161202,   10,    2
  348,20161203,    0,    4
  348,20161204,    0,    5
  348,20161205,    0,    4
  348,20161206,    0,    4
  348,20161207,    0,    2
  348,20161208,    6,    3
  348,20161209,    0,    2
  348,20161210,   33,    0
  348,20161211,    8,    3
  348,20161212,   -1,    2
  348,20161213,    3,    1
  348,20161214,    0,    3
  348,20161215,    0,    1
  348,20161216,    0,    3
  348,20161217,   -1,    1
  348,20161218,    0,    2
  348,20161219,    0,    4
  348,20161220,    0,    4
  348,20161221,   22,    3
  348,20161222,   21,    1
  348,20161223,    4,    2
  348,20161224,    7,    3
  348,20161225,    2,    1
  348,20161226,    9,    4
  348,20161227,    0,    4
  348,20161228,    0,    1
  348,20161229,    0,    1
  348,20161230,    0,    2
  348,20161231,    2,    1
  348,20170101,   18,    1
  348,20170102,   -1,    4
  348,20170103,    3,    2
  348,20170104,   11,    4
  348,20170105,   -1,    4
  348,20170106,   -1,    4
  348,20170107,   37,    1
  348,20170108,    0,    1
  348,20170109,   52,    1
  348,20170110,   18,    3
  348,20170111,    1,    3
  348,20170112,  145,    3
  348,20170113,  102,    4
  348,20170114,   50,    3
  348,20170115,   -1,    3
  348,20170116,    0,    2
  348,20170117,    0,    3
  348,20170118,   -1,    1
  348,20170119,    0,    5
  348,20170120,    0,    5
  348,20170121,    0,    5
  348,20170122,    0,    6
  348,20170123,   -1,    2
  348,20170124,    3,    2
  348,20170125,    0,    2
  348,20170126,    0,    5
  348,20170127,    0,    4
  348,20170128,   -1,    5
  348,20170129,   36,    5
  348,20170130,   50,    1
  348,20170131,    0,    3
  348,20170201,   12,    2
  348,20170202,    6,    7
  348,20170203,   -1,    5
  348,20170204,   82,    3
  348,20170205,    2,    6
  348,20170206,    0,    3
  348,20170207,   14,    2
  348,20170208,    8,    1
  348,20170209,   -1,    1
  348,20170210,    2,    2
  348,20170211,   32,    2
  348,20170212,    2,    6
  348,20170213,    0,    9
  348,20170214,    0,   10
  348,20170215,   -1,   10
  348,20170216,    1,    4
  348,20170217,   11,    5
  348,20170218,    0,    8
  348,20170219,   -1,    5
  348,20170220,   29,    3
  348,20170221,    4,   10
  348,20170222,  165,    2
  348,20170223,  109,    3
  348,20170224,    1,   10
  348,20170225,   -1,    5
  348,20170226,   29,    3
  348,20170227,   88,    3
  348,20170228,   30,    7
  348,20170301,   45,    9
  348,20170302,   43,    6
  348,20170303,    8,    5
  348,20170304,   59,    8
  348,20170305,   24,   10
  348,20170306,    4,   10
  348,20170307,   -1,   10
  348,20170308,  121,    3
  348,20170309,    2,   10
  348,20170310,    0,   17
  348,20170311,    0,   11
  348,20170312,    0,   20
  348,20170313,    0,   15
  348,20170314,    0,   15
  348,20170315,    0,   19
  348,20170316,    0,   20
  348,20170317,   52,   12
  348,20170318,   74,    5
  348,20170319,    6,    9
  348,20170320,   30,    4
  348,20170321,   -1,   19
  348,20170322,    0,   18
  348,20170323,    0,   23
  348,20170324,    0,   24
  348,20170325,    0,   24
  348,20170326,    0,   19
  348,20170327,    0,   26
  348,20170328,   -1,   25
  348,20170329,   -1,   12
  348,20170330,    0,   23
  348,20170331,    6,   20
  348,20170401,    4,   11
  348,20170402,    0,   26
  348,20170403,    0,   16
  348,20170404,    0,   25
  348,20170405,    0,   22
  348,20170406,   -1,   15
  348,20170407,    0,   16
  348,20170408,    0,   21
  348,20170409,    0,   32
  348,20170410,    0,   20
  348,20170411,    0,   26
  348,20170412,   10,   10
  348,20170413,    0,   22
  348,20170414,    2,   10
  348,20170415,   24,   20
  348,20170416,   10,   14
  348,20170417,   95,   22
  348,20170418,   -1,   22
  348,20170419,    0,   20
  348,20170420,   -1,   30
  348,20170421,    3,   16
  348,20170422,   14,   24
  348,20170423,    6,   18
  348,20170424,   50,   19
  348,20170425,   13,   26
  348,20170426,    5,   24
  348,20170427,    0,   26
  348,20170428,   15,   23
  348,20170429,    0,   26
  348,20170430,    0,   36
  348,20170501,    3,   15
  348,20170502,   28,   15
  348,20170503,   36,   15
  348,20170504,   -1,   27
  348,20170505,    0,   11
  348,20170506,    0,   39
  348,20170507,   -1,   14
  348,20170508,   -1,   22
  348,20170509,    0,   26
  348,20170510,    0,   36
  348,20170511,   -1,   38
  348,20170512,   99,   21
  348,20170513,   41,   18
  348,20170514,    3,   32
  348,20170515,   -1,   37
  348,20170516,   -1,   29
  348,20170517,   -1,   46
  348,20170518,   24,   21
  348,20170519,    5,   14
  348,20170520,    6,   34
  348,20170521,    0,   40
  348,20170522,    0,   45
  348,20170523,    0,   43
  348,20170524,    0,   41
  348,20170525,    0,   49
  348,20170526,    0,   53
  348,20170527,    0,   52
  348,20170528,    0,   43
  348,20170529,    3,   42
